"","effect","years","perc_change","power","lower","upper"
"1",-0.1,5,-9.51625819640405,20,12.6655552101956,29.1842689088628
"2",-0.05,5,-4.8770575499286,8,3.51715625181628,15.1557635864421
"3",0,5,0,5,1.64318791820521,11.2834911105463
"4",0.05,5,5.12710963760241,9,4.19835956283923,16.3982255029635
"5",0.1,5,10.5170918075648,10,4.90046892214859,17.6222597740023
"6",-0.1,6,-9.51625819640405,30,21.2406420489537,39.9814676179804
"7",-0.05,6,-4.8770575499286,7,2.86052889074387,13.8919728455857
"8",0,6,0,8,3.51715625181628,15.1557635864421
"9",0.05,6,5.12710963760241,8,3.51715625181628,15.1557635864421
"10",0.1,6,10.5170918075648,20,12.6655552101956,29.1842689088628
"11",-0.1,7,-9.51625819640405,27,18.6066422290741,36.8016272908975
"12",-0.05,7,-4.8770575499286,12,6.35689025611593,20.0235683619969
"13",0,7,0,9,4.19835956283923,16.3982255029635
"14",0.05,7,5.12710963760241,9,4.19835956283923,16.3982255029635
"15",0.1,7,10.5170918075648,32,23.0219916761577,42.0766861631623
"16",-0.1,8,-9.51625819640405,61,50.7314479632364,70.5989585146583
"17",-0.05,8,-4.8770575499286,23,15.1731611301048,32.4858732775103
"18",0,8,0,9,4.19835956283923,16.3982255029635
"19",0.05,8,5.12710963760241,6,2.23348860713164,12.6029934580823
"20",0.1,8,10.5170918075648,27,18.6066422290741,36.8016272908975
"21",-0.1,9,-9.51625819640405,59,48.7144203766771,68.7380023432429
"22",-0.05,9,-4.8770575499286,17,10.2264910035528,25.8175410632159
"23",0,9,0,6,2.23348860713164,12.6029934580823
"24",0.05,9,5.12710963760241,15,8.64543856416485,23.5307500148955
"25",0.1,9,10.5170918075648,53,42.7581484890045,63.0594835805606
"26",-0.1,10,-9.51625819640405,70,60.0185323820196,78.7593579510463
"27",-0.05,10,-4.8770575499286,18,11.0311229153261,26.9477085966812
"28",0,10,0,6,2.23348860713164,12.6029934580823
"29",0.05,10,5.12710963760241,28,19.4793627491181,37.8667004717267
"30",0.1,10,10.5170918075648,67,56.8827249222437,76.0801465377398
"31",-0.1,11,-9.51625819640405,77,67.5141267224897,84.8268388698953
"32",-0.05,11,-4.8770575499286,18,11.0311229153261,26.9477085966812
"33",0,11,0,8,3.51715625181628,15.1557635864421
"34",0.05,11,5.12710963760241,29,20.3574189250732,38.9265958907448
"35",0.1,11,10.5170918075648,82,73.0522914033188,88.9688770846739
"36",-0.1,12,-9.51625819640405,93,86.1080271544143,97.1394711092561
"37",-0.05,12,-4.8770575499286,42,32.1985539354797,52.2880804276086
"38",0,12,0,5,1.64318791820521,11.2834911105463
"39",0.05,12,5.12710963760241,29,20.3574189250732,38.9265958907448
"40",0.1,12,10.5170918075648,81,71.9302042026387,88.1556803867456
"41",-0.1,13,-9.51625819640405,89,81.1698867803557,94.3792979714513
"42",-0.05,13,-4.8770575499286,45,35.0320229239672,55.2719811226064
"43",0,13,0,7,2.86052889074387,13.8919728455857
"44",0.05,13,5.12710963760241,36,26.6408422733235,46.2121893327423
"45",0.1,13,10.5170918075648,96,90.074284328734,98.8995506013812
"46",-0.1,14,-9.51625819640405,95,88.7165088894537,98.3568120817948
"47",-0.05,14,-4.8770575499286,54,43.7411579866471,64.0156647020588
"48",0,14,0,4,1.10044939861882,9.92571567126599
"49",0.05,14,5.12710963760241,57,46.7133738324846,66.8608983368617
"50",0.1,14,10.5170918075648,99,94.5540614607919,99.9746853967023
"51",-0.1,15,-9.51625819640405,96,90.074284328734,98.8995506013812
"52",-0.05,15,-4.8770575499286,57,46.7133738324846,66.8608983368617
"53",0,15,0,4,1.10044939861882,9.92571567126599
"54",0.05,15,5.12710963760241,57,46.7133738324846,66.8608983368617
"55",0.1,15,10.5170918075648,100,96.3783307354824,100
"56",-0.1,16,-9.51625819640405,99,94.5540614607919,99.9746853967023
"57",-0.05,16,-4.8770575499286,73,63.1983727091025,81.3933577709259
"58",0,16,0,6,2.23348860713164,12.6029934580823
"59",0.05,16,5.12710963760241,78,68.6080346213682,85.6696423250185
"60",0.1,16,10.5170918075648,100,96.3783307354824,100
"61",-0.1,17,-9.51625819640405,98,92.961606752893,99.7568663176057
"62",-0.05,17,-4.8770575499286,66,55.8466732249041,75.1776498455156
"63",0,17,0,3,0.62299715383064,8.517605297428
"64",0.05,17,5.12710963760241,72,62.1332995282733,80.5206372508819
"65",0.1,17,10.5170918075648,100,96.3783307354824,100
"66",-0.1,18,-9.51625819640405,100,96.3783307354824,100
"67",-0.05,18,-4.8770575499286,91,83.6017744970365,95.8016404371608
"68",0,18,0,10,4.90046892214859,17.6222597740023
"69",0.05,18,5.12710963760241,88,79.9764316380031,93.6431097438841
"70",0.1,18,10.5170918075648,100,96.3783307354824,100
"71",-0.1,19,-9.51625819640405,100,96.3783307354824,100
"72",-0.05,19,-4.8770575499286,85,76.4692499851045,91.3545614358352
"73",0,19,0,4,1.10044939861882,9.92571567126599
"74",0.05,19,5.12710963760241,96,90.074284328734,98.8995506013812
"75",0.1,19,10.5170918075648,100,96.3783307354824,100
"76",-0.1,20,-9.51625819640405,100,96.3783307354824,100
"77",-0.05,20,-4.8770575499286,94,87.3970065419177,97.7665113928684
"78",0,20,0,3,0.62299715383064,8.517605297428
"79",0.05,20,5.12710963760241,91,83.6017744970365,95.8016404371608
"80",0.1,20,10.5170918075648,100,96.3783307354824,100
